Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Category,Product_Name,Quantity,Unit_Price,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Cost,Profit,State,City,Payment_Mode,Ship_Mode,Sales_Channel,Is_Returned,Customer_Rating
AMZ-121136,2023-12-21,CUST-21980,Ayaan Iyer,New,Toys & Baby Products,Diaper Pack,1,3508.43,3508.43,5,175.42,3333.01,2314.15,1018.86,Maharashtra,Nagpur,Cash on Delivery,Expedited,Mobile App,0,4
AMZ-181760,2023-12-21,CUST-36677,Ishita Kumar,Prime Member,Home & Kitchen,Storage Boxes,1,3751.54,3751.54,10,375.15,3376.39,2401.56,974.83,Telangana,Hyderabad,Amazon Pay,Expedited,Amazon App - Prime,0,5
AMZ-153969,2023-12-21,CUST-34794,Kiara Gupta,Prime Member,Grocery,Dry Fruits Pack,1,149.93,149.93,20,29.99,119.94,95.96,23.98,West Bengal,Kolkata,Net Banking,Expedited,Mobile App,0,5
AMZ-178561,2023-12-21,CUST-22719,Aadhya Iyer,New,Sports & Fitness,Cycling Helmet,1,9549.14,9549.14,10,954.91,8594.23,6741.78,1852.45,Uttar Pradesh,Noida,Credit Card,Same-Day,Mobile App,0,3
AMZ-132126,2023-12-21,CUST-14656,Aarav Joshi,Returning,Books,Fiction Novel,1,843.35,843.35,10,84.34,759.01,492.44,266.57,Kerala,Thiruvananthapuram,UPI,Expedited,Mobile App,0,3
AMZ-141226,2023-12-21,CUST-13204,Priya Rao,Returning,Electronics,Camera,1,43855.33,43855.33,10,4385.53,39469.8,24995.62,14474.18,Telangana,Hyderabad,Credit Card,Standard,Website,0,5
AMZ-190391,2023-12-21,CUST-15105,Aditya Joshi,Returning,Electronics,Router,1,61174.6,61174.6,20,12234.92,48939.68,38944.98,9994.7,Tamil Nadu,Chennai,Credit Card,Standard,Website,0,4
AMZ-182660,2023-12-21,CUST-41749,Advait Mehta,Returning,Toys & Baby Products,Baby Stroller,1,2948.97,2948.97,20,589.79,2359.18,1942.45,416.73,Gujarat,Ahmedabad,Credit Card,Standard,Mobile App,0,3
AMZ-174982,2023-12-21,CUST-33746,Neha Joshi,Prime Member,Toys & Baby Products,Soft Toy,1,1694.9,1694.9,0,0.0,1694.9,1251.62,443.28,Maharashtra,Nagpur,UPI,Standard,Amazon App - Prime,0,4
AMZ-142969,2023-12-21,CUST-39926,Sai Malhotra,Returning,Home & Kitchen,LED Bulb,1,1472.12,1472.12,0,0.0,1472.12,929.29,542.83,Haryana,Gurugram,Cash on Delivery,Standard,Mobile App,0,5
AMZ-130999,2023-12-21,CUST-20595,Aarav Singh,Returning,Sports & Fitness,Treadmill,3,3962.44,11887.32,15,1783.1,10104.22,8032.55,2071.67,Karnataka,Bengaluru,Debit Card,Standard,Mobile App,0,3
AMZ-122470,2023-12-21,CUST-30140,Karan Sharma,New,Toys & Baby Products,Soft Toy,1,1491.43,1491.43,10,149.14,1342.29,1145.18,197.11,Telangana,Hyderabad,Net Banking,Standard,Mobile App,0,4
AMZ-120122,2023-12-21,CUST-27430,Kiara Reddy,Returning,Fashion,Handbag,1,1185.33,1185.33,20,237.07,948.26,839.01,109.25,Telangana,Hyderabad,Amazon Pay,Standard,Amazon App - Prime,0,5
AMZ-153015,2023-12-22,CUST-22604,Simran Gupta,Prime Member,Beauty & Personal Care,Trimmer,1,947.27,947.27,0,0.0,947.27,656.66,290.61,Uttar Pradesh,Kanpur,Net Banking,Same-Day,Amazon App - Prime,0,4
AMZ-109021,2023-12-22,CUST-22067,Neha Rao,New,Home & Kitchen,Water Bottle,3,9998.98,29996.94,10,2999.69,26997.25,22094.61,4902.64,West Bengal,Howrah,Net Banking,Standard,Mobile App,0,4
AMZ-152235,2023-12-22,CUST-27652,Saanvi Kumar,New,Electronics,Camera,1,42387.87,42387.87,0,0.0,42387.87,27863.45,14524.42,Uttar Pradesh,Kanpur,Net Banking,Standard,Website,0,4
AMZ-124713,2023-12-22,CUST-44663,Myra Malhotra,New,Home & Kitchen,LED Bulb,1,8371.04,8371.04,25,2092.76,6278.28,6129.58,148.7,Haryana,Gurugram,Net Banking,Expedited,Website,0,5
AMZ-164774,2023-12-22,CUST-16573,Aditya Gupta,Prime Member,Beauty & Personal Care,Trimmer,2,99.5,199.0,10,19.9,179.1,127.27,51.83,Karnataka,Mysuru,Credit Card,Standard,Website,0,4
AMZ-196900,2023-12-22,CUST-37040,Sai Joshi,New,Toys & Baby Products,Diaper Pack,4,2958.84,11835.36,20,2367.07,9468.29,6752.53,2715.76,Tamil Nadu,Coimbatore,UPI,Expedited,Amazon App - Prime,0,5
AMZ-112475,2023-12-22,CUST-20425,Aadhya Bose,New,Books,Biography,1,290.93,290.93,0,0.0,290.93,161.02,129.91,Gujarat,Ahmedabad,Debit Card,Standard,Mobile App,0,5
AMZ-175192,2023-12-22,CUST-27938,Karan Singh,Prime Member,Books,Children's Book,3,654.1,1962.3,5,98.12,1864.18,1236.03,628.15,West Bengal,Kolkata,UPI,Same-Day,Website,0,1
AMZ-161099,2023-12-22,CUST-17718,Karan Das,Returning,Electronics,Gaming Console,1,35266.77,35266.77,15,5290.02,29976.75,22196.09,7780.66,Uttar Pradesh,Lucknow,Amazon Pay,Expedited,Website,0,5
AMZ-112409,2023-12-22,CUST-21693,Vihaan Singh,Returning,Electronics,Power Bank,2,63105.15,126210.3,20,25242.06,100968.24,71147.57,29820.67,Gujarat,Ahmedabad,UPI,Same-Day,Mobile App,0,3
AMZ-142382,2023-12-22,CUST-27356,Priya Sharma,Prime Member,Electronics,Bluetooth Speaker,1,2318.5,2318.5,5,115.92,2202.58,1619.74,582.84,Gujarat,Ahmedabad,Credit Card,Standard,Website,0,4
AMZ-153161,2023-12-22,CUST-18567,Aditya Reddy,Returning,Home & Kitchen,Non-Stick Cookware,1,2086.43,2086.43,15,312.96,1773.47,1466.41,307.06,Rajasthan,Jaipur,UPI,Expedited,Website,0,5
AMZ-162611,2023-12-22,CUST-40113,Ritu Joshi,Returning,Electronics,Laptop,2,20862.5,41725.0,10,4172.5,37552.5,31515.52,6036.98,Tamil Nadu,Chennai,Amazon Pay,Expedited,Website,0,4
AMZ-133969,2023-12-22,CUST-29996,Vihaan Reddy,Returning,Toys & Baby Products,Soft Toy,2,2408.6,4817.2,10,481.72,4335.48,3426.28,909.2,Haryana,Faridabad,Debit Card,Standard,Website,1,3
AMZ-155577,2023-12-22,CUST-13201,Advait Kumar,New,Grocery,Green Tea,1,606.03,606.03,20,121.21,484.82,335.94,148.88,Karnataka,Mysuru,UPI,Standard,Amazon App - Prime,0,4
AMZ-177016,2023-12-22,CUST-17905,Aadhya Sharma,Returning,Fashion,Men's T-Shirt,2,4367.79,8735.58,15,1310.34,7425.24,5073.74,2351.5,Punjab,Ludhiana,Net Banking,Standard,Amazon App - Prime,0,4
AMZ-185813,2023-12-22,CUST-22790,Ayaan Rao,Returning,Fashion,Jacket,2,3192.33,6384.66,40,2553.86,3830.8,3681.19,149.61,Punjab,Ludhiana,Debit Card,Standard,Website,0,5
AMZ-148063,2023-12-22,CUST-14306,Advait Chopra,New,Grocery,Cooking Oil,1,1190.5,1190.5,15,178.58,1011.92,831.74,180.18,Maharashtra,Pune,Cash on Delivery,Standard,Website,0,4
AMZ-107598,2023-12-22,CUST-35131,Reyansh Kumar,Prime Member,Electronics,Gaming Console,2,55039.94,110079.88,0,0.0,110079.88,72606.12,37473.76,Gujarat,Ahmedabad,Debit Card,Standard,Website,0,5
AMZ-106154,2023-12-22,CUST-25284,Kiara Nair,Returning,Sports & Fitness,Yoga Mat,1,2643.41,2643.41,15,396.51,2246.9,1700.65,546.25,Maharashtra,Nagpur,Credit Card,Prime One-Day,Amazon App - Prime,0,5
AMZ-172683,2023-12-22,CUST-40795,Neha Patel,New,Electronics,Camera,1,16417.67,16417.67,30,4925.3,11492.37,12629.99,-1137.62,Delhi,New Delhi,Cash on Delivery,Standard,Amazon App - Prime,0,5
AMZ-106375,2023-12-22,CUST-15858,Arjun Rao,Prime Member,Fashion,Wrist Watch,1,2694.15,2694.15,5,134.71,2559.44,1908.54,650.9,Maharashtra,Nagpur,UPI,Expedited,Mobile App,0,5
AMZ-177720,2023-12-22,CUST-36784,Sai Nair,Returning,Home & Kitchen,Water Bottle,1,1787.74,1787.74,15,268.16,1519.58,1251.68,267.9,Gujarat,Surat,Cash on Delivery,Standard,Mobile App,0,5
AMZ-153077,2023-12-22,CUST-20981,Riya Rao,Returning,Books,Fiction Novel,1,643.52,643.52,10,64.35,579.17,390.7,188.47,Maharashtra,Mumbai,Cash on Delivery,Standard,Mobile App,0,4
AMZ-121469,2023-12-22,CUST-27658,Kabir Verma,Returning,Electronics,Smartwatch,5,19891.79,99458.95,10,9945.9,89513.05,59479.49,30033.56,Rajasthan,Jaipur,UPI,Standard,Mobile App,0,4
AMZ-126464,2023-12-22,CUST-20476,Priya Singh,New,Fashion,Running Shoes,1,4482.48,4482.48,30,1344.74,3137.74,2474.63,663.11,Uttar Pradesh,Lucknow,Cash on Delivery,Standard,Mobile App,0,5
AMZ-122834,2023-12-22,CUST-10339,Arjun Reddy,Returning,Electronics,Tablet,1,17788.13,17788.13,5,889.41,16898.72,13206.61,3692.11,Kerala,Thiruvananthapuram,Credit Card,Expedited,Website,0,3
AMZ-106552,2023-12-22,CUST-44236,Priya Chopra,Prime Member,Electronics,Gaming Console,1,46100.7,46100.7,20,9220.14,36880.56,33801.01,3079.55,Kerala,Thiruvananthapuram,UPI,Standard,Amazon App - Prime,1,1
AMZ-144004,2023-12-22,CUST-13620,Rohan Joshi,Prime Member,Electronics,Camera,1,17705.27,17705.27,0,0.0,17705.27,11528.32,6176.95,Punjab,Ludhiana,UPI,Expedited,Mobile App,0,4
AMZ-141640,2023-12-22,CUST-43529,Advait Das,Prime Member,Electronics,Bluetooth Speaker,1,14468.03,14468.03,20,2893.61,11574.42,9230.93,2343.49,Gujarat,Surat,Amazon Pay,Standard,Website,0,5
AMZ-132160,2023-12-22,CUST-14508,Rohan Rao,New,Electronics,Power Bank,1,37084.99,37084.99,25,9271.25,27813.74,24924.73,2889.01,Delhi,New Delhi,Credit Card,Standard,Mobile App,0,5
AMZ-133946,2023-12-22,CUST-43505,Ritu Joshi,Prime Member,Fashion,Men's T-Shirt,1,4461.26,4461.26,15,669.19,3792.07,2528.83,1263.24,Punjab,Amritsar,UPI,Same-Day,Amazon App - Prime,0,5
AMZ-179218,2023-12-22,CUST-39124,Riya Mehta,Prime Member,Beauty & Personal Care,Skincare Kit,2,1915.33,3830.66,15,574.6,3256.06,2867.5,388.56,Punjab,Ludhiana,Amazon Pay,Expedited,Amazon App - Prime,0,4
AMZ-136061,2023-12-22,CUST-28607,Karan Sharma,Prime Member,Beauty & Personal Care,Skincare Kit,1,835.34,835.34,20,167.07,668.27,645.81,22.46,Telangana,Hyderabad,UPI,Same-Day,Amazon App - Prime,0,3
AMZ-190842,2023-12-22,CUST-39200,Sai Patel,Returning,Sports & Fitness,Resistance Bands,1,2706.59,2706.59,0,0.0,2706.59,1546.28,1160.31,Haryana,Gurugram,UPI,Expedited,Mobile App,0,3
AMZ-135104,2023-12-22,CUST-32667,Sai Reddy,Prime Member,Beauty & Personal Care,Trimmer,2,1990.63,3981.26,15,597.19,3384.07,2261.19,1122.88,Karnataka,Mysuru,Credit Card,Expedited,Website,0,3
AMZ-110469,2023-12-22,CUST-24850,Aadhya Reddy,Returning,Grocery,Cooking Oil,1,436.72,436.72,25,109.18,327.54,259.9,67.64,West Bengal,Howrah,UPI,Standard,Website,0,4
AMZ-109326,2023-12-22,CUST-21855,Arjun Verma,New,Beauty & Personal Care,Shampoo,1,657.45,657.45,10,65.74,591.71,497.68,94.03,Telangana,Hyderabad,Debit Card,Expedited,Amazon App - Prime,0,5
AMZ-155325,2023-12-22,CUST-31064,Riya Verma,Prime Member,Toys & Baby Products,Remote Control Car,1,4434.3,4434.3,0,0.0,4434.3,2450.63,1983.67,West Bengal,Howrah,Credit Card,Same-Day,Website,0,5
AMZ-176264,2023-12-22,CUST-23328,Ayaan Gupta,Prime Member,Grocery,Green Tea,1,841.73,841.73,15,126.26,715.47,588.04,127.43,Rajasthan,Udaipur,Credit Card,Standard,Mobile App,0,4
AMZ-121372,2023-12-22,CUST-17379,Myra Kumar,Returning,Books,Children's Book,1,645.46,645.46,10,64.55,580.91,486.52,94.39,Kerala,Kochi,Cash on Delivery,Standard,Website,0,2
AMZ-176707,2023-12-22,CUST-12249,Ayaan Verma,Returning,Home & Kitchen,Vacuum Cleaner,1,8111.56,8111.56,0,0.0,8111.56,6071.92,2039.64,Uttar Pradesh,Lucknow,UPI,Expedited,Website,0,4
AMZ-118439,2023-12-22,CUST-18608,Ayaan Das,Returning,Fashion,Wrist Watch,1,1902.02,1902.02,0,0.0,1902.02,1205.43,696.59,Punjab,Ludhiana,UPI,Standard,Website,0,5
AMZ-151227,2023-12-22,CUST-37409,Ishita Kumar,New,Books,Self-Help Book,1,794.56,794.56,15,119.18,675.38,561.19,114.19,Maharashtra,Pune,Credit Card,Standard,Website,0,4
AMZ-125355,2023-12-22,CUST-22084,Ananya Bose,Prime Member,Fashion,Men's T-Shirt,1,2993.38,2993.38,25,748.34,2245.04,1920.03,325.01,Punjab,Ludhiana,Debit Card,Standard,Mobile App,0,5
AMZ-100955,2023-12-22,CUST-14861,Ayaan Kumar,Prime Member,Fashion,Formal Shirt,1,1615.65,1615.65,0,0.0,1615.65,1157.91,457.74,West Bengal,Howrah,UPI,Standard,Website,0,4
AMZ-177335,2023-12-22,CUST-28231,Myra Rao,New,Grocery,Spices Combo,1,1439.01,1439.01,0,0.0,1439.01,902.61,536.4,West Bengal,Howrah,Credit Card,Same-Day,Website,0,4
AMZ-143411,2023-12-22,CUST-13679,Saanvi Bose,Prime Member,Toys & Baby Products,Baby Stroller,1,2692.02,2692.02,15,403.8,2288.22,1997.34,290.88,Haryana,Gurugram,Debit Card,Standard,Amazon App - Prime,0,5
AMZ-102258,2023-12-22,CUST-25283,Myra Sharma,Returning,Electronics,Router,1,15882.18,15882.18,0,0.0,15882.18,11053.86,4828.32,Punjab,Amritsar,UPI,Standard,Amazon App - Prime,0,4
AMZ-181645,2023-12-22,CUST-27689,Ananya Kumar,Prime Member,Fashion,Sunglasses,1,2587.91,2587.91,5,129.4,2458.51,1662.73,795.78,West Bengal,Howrah,Credit Card,Standard,Mobile App,0,1
AMZ-182836,2023-12-22,CUST-38406,Vivaan Reddy,Returning,Sports & Fitness,Cycling Helmet,1,2241.28,2241.28,25,560.32,1680.96,1525.16,155.8,Kerala,Thiruvananthapuram,UPI,Standard,Website,0,4
AMZ-143888,2023-12-22,CUST-26412,Ritu Mehta,Prime Member,Home & Kitchen,Pressure Cooker,4,10025.57,40102.28,25,10025.57,30076.71,22572.05,7504.66,Karnataka,Bengaluru,Cash on Delivery,Standard,Mobile App,0,4
AMZ-158727,2023-12-22,CUST-30325,Riya Das,Prime Member,Electronics,Camera,2,8004.09,16008.18,10,1600.82,14407.36,11540.59,2866.77,Maharashtra,Mumbai,Debit Card,Standard,Website,0,4
AMZ-117374,2023-12-22,CUST-33832,Arjun Kumar,Returning,Electronics,Smartwatch,1,34673.21,34673.21,0,0.0,34673.21,25710.79,8962.42,Punjab,Ludhiana,Credit Card,Standard,Amazon App - Prime,0,5
AMZ-169517,2023-12-22,CUST-15365,Saanvi Nair,Returning,Fashion,Women's Kurti,1,2774.88,2774.88,15,416.23,2358.65,1931.5,427.15,Rajasthan,Jaipur,UPI,Same-Day,Website,0,4
AMZ-197030,2023-12-22,CUST-43660,Diya Chopra,New,Electronics,Router,2,55902.82,111805.64,20,22361.13,89444.51,62989.5,26455.01,Uttar Pradesh,Lucknow,UPI,Standard,Website,0,5
AMZ-100587,2023-12-22,CUST-39047,Advait Nair,Returning,Beauty & Personal Care,Hair Dryer,1,2069.84,2069.84,15,310.48,1759.36,1325.03,434.33,Punjab,Ludhiana,UPI,Standard,Website,0,5
AMZ-132298,2023-12-22,CUST-29764,Kiara Malhotra,Returning,Home & Kitchen,Storage Boxes,1,1917.5,1917.5,15,287.62,1629.88,1314.06,315.82,Kerala,Kochi,Cash on Delivery,Expedited,Website,0,4
AMZ-142786,2023-12-22,CUST-38221,Karan Patel,Returning,Books,Cookbook,1,479.88,479.88,15,71.98,407.9,322.98,84.92,Maharashtra,Pune,Cash on Delivery,Prime One-Day,Amazon App - Prime,0,4
AMZ-129442,2023-12-22,CUST-11916,Vivaan Reddy,New,Home & Kitchen,Non-Stick Cookware,1,4055.38,4055.38,10,405.54,3649.84,2274.56,1375.28,Maharashtra,Nagpur,UPI,Expedited,Mobile App,0,4
AMZ-191585,2023-12-22,CUST-22357,Kabir Malhotra,Returning,Electronics,Smartphone,2,8325.05,16650.1,5,832.5,15817.6,11524.93,4292.67,Haryana,Faridabad,Debit Card,Same-Day,Website,0,3
AMZ-103727,2023-12-22,CUST-17058,Kiara Kumar,New,Books,Children's Book,2,365.77,731.54,0,0.0,731.54,514.89,216.65,Kerala,Thiruvananthapuram,UPI,Expedited,Amazon App - Prime,0,2
AMZ-198129,2023-12-22,CUST-20343,Kiara Patel,New,Books,Self-Help Book,1,171.32,171.32,10,17.13,154.19,133.51,20.68,Maharashtra,Pune,Net Banking,Expedited,Amazon App - Prime,0,2
AMZ-104200,2023-12-22,CUST-27343,Karan Malhotra,Returning,Grocery,Basmati Rice,4,1353.87,5415.48,15,812.32,4603.16,3602.91,1000.25,West Bengal,Kolkata,Net Banking,Expedited,Mobile App,0,2
AMZ-160226,2023-12-22,CUST-35003,Arjun Mehta,Prime Member,Beauty & Personal Care,Perfume,2,2386.03,4772.06,0,0.0,4772.06,2667.5,2104.56,Uttar Pradesh,Kanpur,Credit Card,Prime One-Day,Mobile App,0,4
AMZ-178330,2023-12-22,CUST-33352,Neha Gupta,New,Beauty & Personal Care,Face Wash,1,2124.47,2124.47,40,849.79,1274.68,1621.39,-346.71,Maharashtra,Pune,Net Banking,Same-Day,Mobile App,0,5
AMZ-188618,2023-12-22,CUST-30240,Kabir Malhotra,Prime Member,Home & Kitchen,Air Fryer,2,2304.81,4609.62,0,0.0,4609.62,2663.36,1946.26,Maharashtra,Pune,Cash on Delivery,Standard,Website,0,5
AMZ-127215,2023-12-22,CUST-35770,Ishita Singh,Returning,Beauty & Personal Care,Skincare Kit,1,1904.0,1904.0,10,190.4,1713.6,1142.31,571.29,Uttar Pradesh,Lucknow,Credit Card,Standard,Website,0,5
AMZ-152115,2023-12-22,CUST-26852,Vivaan Gupta,Returning,Fashion,Handbag,1,3705.92,3705.92,5,185.3,3520.62,2299.05,1221.57,Tamil Nadu,Chennai,Amazon Pay,Expedited,Mobile App,0,5
AMZ-164072,2023-12-22,CUST-28270,Kabir Patel,New,Home & Kitchen,Vacuum Cleaner,1,4451.15,4451.15,0,0.0,4451.15,2490.92,1960.23,Punjab,Amritsar,Net Banking,Expedited,Website,0,3
AMZ-198273,2023-12-22,CUST-32552,Karan Verma,New,Electronics,Smartphone,1,29202.93,29202.93,15,4380.44,24822.49,22470.44,2352.05,Telangana,Hyderabad,Net Banking,Same-Day,Website,0,5
AMZ-183015,2023-12-22,CUST-41394,Rohan Sharma,Prime Member,Toys & Baby Products,Diaper Pack,1,2470.38,2470.38,10,247.04,2223.34,1575.19,648.15,Punjab,Ludhiana,Amazon Pay,Standard,Mobile App,0,4
AMZ-133020,2023-12-22,CUST-37445,Myra Rao,Returning,Fashion,Women's Kurti,2,4369.61,8739.22,5,436.96,8302.26,5102.2,3200.06,Rajasthan,Jaipur,Cash on Delivery,Standard,Mobile App,0,4
AMZ-114648,2023-12-22,CUST-36311,Karan Reddy,Returning,Home & Kitchen,Non-Stick Cookware,2,6539.49,13078.98,0,0.0,13078.98,7264.69,5814.29,Punjab,Amritsar,Cash on Delivery,Standard,Website,0,5
AMZ-141157,2023-12-22,CUST-22065,Saanvi Kumar,Returning,Electronics,Laptop,1,57113.24,57113.24,0,0.0,57113.24,40657.49,16455.75,Delhi,New Delhi,UPI,Expedited,Amazon App - Prime,1,1
AMZ-181561,2023-12-22,CUST-21923,Riya Nair,Returning,Sports & Fitness,Resistance Bands,1,10201.08,10201.08,10,1020.11,9180.97,7377.41,1803.56,Punjab,Amritsar,Amazon Pay,Expedited,Amazon App - Prime,0,5
AMZ-172242,2023-12-22,CUST-43551,Aditya Chopra,Returning,Home & Kitchen,Storage Boxes,2,1442.51,2885.02,0,0.0,2885.02,2246.87,638.15,Kerala,Thiruvananthapuram,Cash on Delivery,Expedited,Website,0,4
AMZ-153697,2023-12-22,CUST-29677,Reyansh Sharma,New,Home & Kitchen,Bedsheet Set,2,1340.43,2680.86,0,0.0,2680.86,2013.94,666.92,Maharashtra,Nagpur,Net Banking,Same-Day,Website,0,4
AMZ-166452,2023-12-22,CUST-28085,Priya Malhotra,New,Beauty & Personal Care,Hair Dryer,1,1478.92,1478.92,0,0.0,1478.92,1141.78,337.14,West Bengal,Kolkata,Debit Card,Prime One-Day,Amazon App - Prime,0,5
AMZ-144453,2023-12-22,CUST-37588,Saanvi Bose,New,Home & Kitchen,Vacuum Cleaner,1,10029.94,10029.94,30,3008.98,7020.96,5611.24,1409.72,Rajasthan,Udaipur,UPI,Same-Day,Mobile App,0,4
AMZ-138522,2023-12-22,CUST-14280,Riya Verma,Prime Member,Grocery,Green Tea,3,1395.58,4186.74,5,209.34,3977.4,2565.58,1411.82,West Bengal,Howrah,Debit Card,Standard,Website,0,5
AMZ-190498,2023-12-22,CUST-11898,Vihaan Gupta,New,Fashion,Sunglasses,3,848.0,2544.0,25,636.0,1908.0,1931.24,-23.24,Maharashtra,Nagpur,Debit Card,Standard,Website,0,4
AMZ-188704,2023-12-22,CUST-21422,Advait Das,Prime Member,Home & Kitchen,Pressure Cooker,1,4707.73,4707.73,30,1412.32,3295.41,2700.0,595.41,Delhi,New Delhi,UPI,Prime One-Day,Website,0,5
AMZ-136947,2023-12-22,CUST-27688,Vivaan Iyer,New,Sports & Fitness,Cycling Helmet,1,4291.03,4291.03,10,429.1,3861.93,2615.18,1246.75,Kerala,Kochi,Amazon Pay,Expedited,Website,0,4
AMZ-120428,2023-12-22,CUST-11055,Aadhya Patel,Prime Member,Sports & Fitness,Football,1,3136.51,3136.51,0,0.0,3136.51,1896.28,1240.23,Punjab,Amritsar,Cash on Delivery,Expedited,Amazon App - Prime,0,5
AMZ-193463,2023-12-22,CUST-41966,Myra Rao,Prime Member,Beauty & Personal Care,Hair Dryer,1,284.1,284.1,30,85.23,198.87,220.53,-21.66,Kerala,Thiruvananthapuram,UPI,Same-Day,Mobile App,0,3
AMZ-129472,2023-12-22,CUST-26143,Arjun Bose,Returning,Fashion,Wrist Watch,1,3599.43,3599.43,0,0.0,3599.43,2607.03,992.4,Telangana,Hyderabad,Amazon Pay,Expedited,Website,0,4
AMZ-186568,2023-12-22,CUST-39582,Kiara Mehta,Returning,Books,Fiction Novel,2,678.26,1356.52,5,67.83,1288.69,755.95,532.74,Karnataka,Bengaluru,UPI,Expedited,Amazon App - Prime,0,4
AMZ-143122,2023-12-22,CUST-11853,Vivaan Joshi,Returning,Fashion,Handbag,1,975.73,975.73,10,97.57,878.16,735.26,142.9,Punjab,Amritsar,Credit Card,Standard,Mobile App,0,5
AMZ-139497,2023-12-22,CUST-32293,Neha Rao,Returning,Electronics,Gaming Console,1,45497.63,45497.63,5,2274.88,43222.75,32908.92,10313.83,Delhi,New Delhi,UPI,Prime One-Day,Mobile App,0,4
AMZ-120238,2023-12-22,CUST-22813,Simran Verma,New,Toys & Baby Products,Building Blocks,1,3601.95,3601.95,30,1080.58,2521.37,2659.25,-137.88,Rajasthan,Udaipur,Credit Card,Expedited,Website,0,3
AMZ-156018,2023-12-22,CUST-10455,Myra Chopra,Returning,Fashion,Sunglasses,1,3514.07,3514.07,0,0.0,3514.07,2172.26,1341.81,Uttar Pradesh,Noida,Amazon Pay,Standard,Mobile App,0,3
AMZ-172382,2023-12-23,CUST-22491,Riya Patel,New,Sports & Fitness,Dumbbells,1,1551.54,1551.54,10,155.15,1396.39,879.93,516.46,Maharashtra,Pune,Net Banking,Expedited,Mobile App,0,4
AMZ-133648,2023-12-23,CUST-20314,Ayaan Rao,Prime Member,Electronics,Headphones,1,59478.67,59478.67,25,14869.67,44609.0,37862.39,6746.61,Karnataka,Bengaluru,Net Banking,Expedited,Mobile App,0,5
AMZ-128909,2023-12-23,CUST-35882,Myra Bose,New,Beauty & Personal Care,Makeup Kit,1,1402.58,1402.58,5,70.13,1332.45,1075.02,257.43,Tamil Nadu,Chennai,UPI,Expedited,Mobile App,0,5
AMZ-162674,2023-12-23,CUST-21826,Neha Das,Prime Member,Fashion,Wrist Watch,1,4127.04,4127.04,10,412.7,3714.34,2289.96,1424.38,West Bengal,Kolkata,Net Banking,Prime One-Day,Website,0,5
AMZ-147404,2023-12-23,CUST-27907,Saanvi Gupta,New,Toys & Baby Products,Remote Control Car,1,2517.11,2517.11,20,503.42,2013.69,1732.66,281.03,Kerala,Thiruvananthapuram,UPI,Standard,Mobile App,0,2
AMZ-195394,2023-12-23,CUST-30334,Kiara Mehta,Prime Member,Electronics,Router,2,60773.98,121547.96,15,18232.19,103315.77,72199.02,31116.75,Rajasthan,Jaipur,Net Banking,Expedited,Mobile App,0,3
AMZ-170827,2023-12-23,CUST-21921,Aarav Chopra,Prime Member,Fashion,Women's Kurti,1,971.83,971.83,20,194.37,777.46,615.32,162.14,Rajasthan,Udaipur,UPI,Expedited,Amazon App - Prime,0,2
AMZ-175440,2023-12-23,CUST-28860,Kiara Kumar,Returning,Electronics,Smartphone,5,23378.28,116891.4,10,11689.14,105202.26,81588.4,23613.86,West Bengal,Howrah,Amazon Pay,Expedited,Mobile App,0,4
AMZ-142768,2023-12-23,CUST-29981,Kiara Verma,New,Electronics,Tablet,1,61650.92,61650.92,15,9247.64,52403.28,34866.35,17536.93,Haryana,Gurugram,Credit Card,Expedited,Mobile App,0,5
AMZ-188853,2023-12-23,CUST-41483,Ayaan Nair,New,Fashion,Formal Shirt,1,1276.35,1276.35,30,382.9,893.45,727.24,166.21,Tamil Nadu,Chennai,Net Banking,Expedited,Amazon App - Prime,0,2
AMZ-185867,2023-12-23,CUST-31923,Ishita Gupta,Prime Member,Electronics,Bluetooth Speaker,3,56537.39,169612.17,10,16961.22,152650.95,118096.59,34554.36,West Bengal,Howrah,Cash on Delivery,Standard,Amazon App - Prime,0,4
AMZ-150983,2023-12-23,CUST-29557,Priya Verma,New,Fashion,Jacket,2,3168.74,6337.48,0,0.0,6337.48,4633.45,1704.03,Maharashtra,Mumbai,UPI,Same-Day,Mobile App,0,5
AMZ-168734,2023-12-23,CUST-12679,Vihaan Bose,Returning,Fashion,Formal Shirt,2,901.07,1802.14,0,0.0,1802.14,1079.83,722.31,Maharashtra,Mumbai,Cash on Delivery,Standard,Mobile App,0,5
AMZ-122353,2023-12-23,CUST-28654,Diya Iyer,Prime Member,Fashion,Formal Shirt,1,3209.64,3209.64,5,160.48,3049.16,1851.39,1197.77,Uttar Pradesh,Kanpur,Amazon Pay,Expedited,Website,0,3
AMZ-113665,2023-12-23,CUST-36463,Priya Mehta,Prime Member,Books,Self-Help Book,1,640.71,640.71,25,160.18,480.53,388.54,91.99,Gujarat,Ahmedabad,UPI,Expedited,Website,0,5
AMZ-123139,2023-12-23,CUST-43059,Karan Kumar,New,Fashion,Wrist Watch,1,415.44,415.44,10,41.54,373.9,315.44,58.46,Kerala,Thiruvananthapuram,Cash on Delivery,Expedited,Website,0,3
